mse,mae,rmse,rse,mape,wape,smape,mse_in_range,config,dataset,run,note
0.0007229090663660035,0.005474347741617399,0.02688696833720759,0.1298409165330225,1.2165572649237788,0.26064287898172356,85.60427963804484,0.0004574878257699311,no_xgboost,GEANT,0,
0.0007531266667524789,0.005461348284712751,0.02744315336750642,0.13526826709777823,1.1824740838348125,0.26002395303241493,83.23543710278061,0.0004489847051445395,no_lightgbm_res,GEANT,0,
0.0007185450444811857,0.005493054028330723,0.026805690524237306,0.12905709927625006,1.2663092170366104,0.26153351667120617,83.85088013396191,0.0004466982209123671,global_only,GEANT,0,
0.0007395450423671367,0.005494477437323159,0.027194577444173255,0.132828886212621,1.2665618729245505,0.2616012875610487,83.85266761849611,0.0004454266745597124,perflow_only,GEANT,0,
0.0007194812141902221,0.005523718584227904,0.02682314698521078,0.12922524370645172,1.3066863602495897,0.26299350761605905,83.62726895344703,0.00044575557694770396,static_average,GEANT,0,
0.0009179720529776619,0.005860894569024431,0.030298053616984406,0.1648759688538402,1.5724487888094303,0.27904702185169283,86.11928069565924,0.0004549787554424256,best_single_val,GEANT,0,xgboost
0.0008408622766962069,0.005530391811874013,0.028997625363057004,0.15102636522890595,1.2538559982538233,0.2633112311783676,82.54800588849395,0.0004465040983632207,context_gate,GEANT,0,
0.0007230426926335778,0.005431099662090906,0.0268894531858418,0.12986491700260014,1.1827123687986298,0.2585837653685125,82.33813601838031,0.0004468175466172397,full,GEANT,1,
0.0007247508660182246,0.005734375764183247,0.02692119733626691,0.1301717201790699,1.5442184939785235,0.27302324932287825,84.28219115618269,0.0004447228857316077,no_stwaveformer,GEANT,1,
0.000723337845872169,0.005422877955489717,0.02689494089735408,0.12991792915696282,1.1462912456821441,0.25819231612564003,85.28957312376667,0.00045539456186816096,no_xgboost,GEANT,1,
0.0007555225018717668,0.005409980459184008,0.027486769578685795,0.13569858045560357,1.1089251736555108,0.2575782446914817,80.9231927334569,0.000449381914222613,no_lightgbm_res,GEANT,1,
0.0007230426926335778,0.005431099662090906,0.0268894531858418,0.12986491700260014,1.1827123687986298,0.2585837653685125,82.33813601838031,0.0004468175466172397,global_only,GEANT,1,
